severity,ErrorID,Description
4,405101,Unable to Pre-allocate H225 Call Signalling Connection for foreign_address outside_address [/outside_port ] to local_address inside_address [/inside_port ]
4,405102,Unable to Pre-allocate H245 Connection for foreign_address outside_address [/outside_port ] to local_address inside_address [/inside_port ]
4,405103,H225 message from source_address/source_port to dest_address /dest_port contains bad protocol discriminator hex
4,405104,H225 message received from outside_address /outside_port to inside_address /inside_port before SETUP
4,405105,H323 RAS message AdmissionConfirm received from source_address /source_port to dest_address /dest_port without an AdmissionRequest
4,405106,H323 num channel is not created from %I/%d to %I/%d %s
4,405107,H245 Tunnel is detected and connection dropped from %I/%d to %I/%d %s
4,405201,ILS ILS_message_type from inside_interface:source_IP_address to outside_interface:/destination_IP_address has wrong embedded address embedded_IP_address
4,405300,Radius Accounting Request received from from_addr is not allowed
4,405301,Attribute attribute_number does not match for user user_ip
4,406001,FTP port command low port: IP_address /port to IP_address on interface interface_name
4,406002,FTP port command different address: IP_address(IP_address ) to IP_address on interface interface_name
4,407001,Deny traffic for local-host interface_name :inside_address , license limit of number exceeded
4,407002,Embryonic limit nconns /elimit for through connections exceeded.outside_address /outside_port to global_address (inside_address )/inside_port on interface interface_name
4,407003,Established limit for RPC services exceeded number
4,408001,IP route counter negative - reason , IP_address Attempt: number
4,408002,ospf process id route type update address1 netmask1 [distance1/metric1 ] via source IP :interface1 address2 netmask2 [distance2 /metric2 ] interface2
4,408003,can't track this type of object hex
4,408101,KEYMAN : Type encrption_type encryption unknown. Interpreting keystring as literal.
4,408102,KEYMAN : Bad encrypted keystring for key id key_id.
4,409001,Database scanner: external LSA IP_address netmask is lost, reinstalls
4,409002,db_free: external LSA IP_address netmask
4,409003,Received invalid packet: reason from IP_address , interface_name
4,409004,Received reason from unknown neighbor IP_address
4,409005,Invalid length number in OSPF packet from IP_address (ID IP_address ), interface_name
4,409006,Invalid lsa: reason Type number , LSID IP_address from IP_address , IP_address , interface_name
4,409007,Found LSA with the same host bit set but using different mask LSA ID IP_address netmask New: Destination IP_address netmask
4,409008,Found generating default LSA with non-zero mask LSA type: number Mask: netmask metric: number area: string
4,409009,OSPF process number cannot start. There must be at least one up IP interface, for OSPF to use as router ID
4,409010,Virtual link information found in non-backbone area: string
4,409011,OSPF detected duplicate router-id IP_address from IP_address on interface interface_name
4,409012,Detected router with duplicate router ID IP_address in area string
4,409013,Detected router with duplicate router ID IP_address in Type-4 LSA advertised by IP_address
4,409014,No valid authentication send key is available on interface nameif.
4,409015,Key ID key-id received on interface nameif.
4,409016,Key chain name key-chain-name on nameif is invalid.
4,409017,Key ID key-id in key chain key-chain-name is invalid.
4,409023,Attempting AAA Fallback method method_name for request_type request for user user :Auth-server group server_tag unreachable
4,409101,Received invalid packet: s from P , s
4,409102,Received packet with incorrect area from P , s , area AREA_ID_STR , packet area AREA_ID_STR
4,409103,Received s from unknown neighbor i
4,409104,Invalid length d in OSPF packet type d from P (ID i ), s
4,409105,Invalid lsa: s : Type 0x x , Length 0x x , LSID u from i
4,409106,Found generating default LSA with non-zero mask LSA type: 0x x Mask: i metric: lu area: AREA_ID_STR
4,409107,OSPFv3 process d could not pick a router-id, please configure manually
4,409108,Virtual link information found in non-backbone area: AREA_ID_STR
4,409109,OSPF detected duplicate router-id i from P on interface IF_NAME
4,409110,Detected router with duplicate router ID i in area AREA_ID_STR
4,409111,Multiple interfaces (IF_NAME /IF_NAME ) on a single link detected.
4,409112,Packet not written to the output queue
4,409113,Doubly linked list linkage is NULL
4,409114,Doubly linked list prev linkage is NULL x
4,409115,Unrecognized timer d in OSPF s
4,409116,Error for timer d in OSPF process s
4,409117,Can't find LSA database type x , area AREA_ID_STR , interface x
4,409118,Could not allocate DBD packet
4,409119,Invalid build flag x for LSA i , type 0x x
4,409120,Router-ID i is in use by ospf process d
4,409121,Router is currently an ASBR while having only one area which is a stub area
4,409122,Could not select a global IPv6 address. Virtual links require at least one global IPv6 address.
4,409123,Neighbor command allowed only on NBMA networks
4,409125,Can not use configured neighbor: poll and priority options are allowed only for a NBMA network
4,409128,OSPFv3-d Area AREA_ID_STR : Router i originating invalid type 0x x LSA, ID u , Metric d on Link ID d Link Type d
4,410001,UDP DNS request from source_interface :source_address /source_port to dest_interface :dest_address /dest_port ; (label length | domain-name length) 52 bytes exceeds remaining packet length of 44 bytes.
2,410002,Dropped num DNS responses with mis-matched id in the past sec second(s): from src_ifc :sip /sport to dest_ifc :dip /dport
4,410003,action_class : action DNS query_response from src_ifc :sip /sport to dest_ifc :dip /dport ; further_info
6,410004,action_class : action DNS query_response from src_ifc :sip /sport to dest_ifc :dip /dport ; further_info
4,411001,Line protocol on interface interface_name changed state to up
4,411002,Line protocol on interface interface_name changed state to down
4,411003,Configuration status on interface interface_name changed state to downup
4,411004,Configuration status on interface interface_name changed state to up
4,411005,Interface variable 1 experienced a hardware transmit hang. The interface has been reset.
4,412001,MAC MAC_address moved from interface_1 to interface_2
4,412002,Detected bridge table full while inserting MAC MAC_address on interface interface . Number of entries = num
4,413001,Module module_id is not able to shut down. Module Error: errnum message
4,413002,Module module_id is not able to reload. Module Error: errnum message
4,413003,Module string one is not a recognized type
4,413004,Module string one failed to write software newver (currently ver ), reason . Trying again.
4,413005,Module module_id , application is not supported app_name version app_vers type app_type
4,413006,prod-id Module software version mismatch; slot slot is prod-id version running-vers . Slot slot prod-id requires required-vers .
1,413007,An unsupported ASA and IPS configuration is installed. mpc_description with ips_description is not supported.
1,413008,An unsupported combination of the power supply module and the fan module is detected. Two power supply modules are recommended when using ASA 10G and IPS 10G SSPs simultaneously
3,414001,Failed to save logging buffer using file name filename to FTP server ftp_server_address on interface interface_name : [fail_reason ]
3,414002,Failed to save logging buffer to flash:/syslog directory using file name: filename : [fail_reason ]
3,414003,TCP Syslog Server intf : IP_Address /port not responding. New connections are [permitted|denied] based on logging permit-hostdown policy.
6,414004,TCP Syslog Server intf : IP_Address /port - Connection restored
3,414005,TCP Syslog Server intf : IP_Address /port connected, New connections are permitted based on logging permit-hostdown policy
3,414006,TCP Syslog Server configured and logging queue is full. New connections denied based on logging permit-hostdown policy.
6,414007,TCP Syslog Server connection restored. New connections are allowed.
6,414008,New connections are now allowed due to change of logging permit-hostdown policy.
6,415001,HTTP - matched matched_string in policy-map map_name , header field count exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
6,415002,HTTP - matched matched_string in policy-map map_name , header field length exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
6,415003,HTTP - matched matched_string in policy-map map_name , body length exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415004,HTTP - matched matched_string in policy-map map_name , content-type verification failed connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415005,HTTP - matched matched_string in policy-map map_name , URI length exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415006,HTTP - matched matched_string in policy-map map_name , URI matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415007,HTTP - matched matched_string in policy-map map_name , Body matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415008,HTTP - matched matched_string in policy-map map_name , header matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415009,HTTP - matched matched_string in policy-map map_name , method matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415010,matched matched_string in policy-map map_name , transfer encoding matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415011,HTTP - policy-map map_name :Protocol violation connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415012,HTTP - matched matched_string in policy-map map_name , Unknown mime-type connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415013,HTTP - policy-map map-name :Malformed chunked encoding connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415014,HTTP - matched matched_string in policy-map map_name , Mime-type in response wasn't found in the accept-types of the request connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415015,HTTP - matched matched_string in policy-map map_name , transfer-encoding unknown connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
4,415016,policy-map map_name :Maximum number of unanswered HTTP requests exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
6,415017,HTTP - matched_string in policy-map map_name , arguments matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415018,HTTP - matched matched_string in policy-map map_name , Header length exceeded connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415019,HTTP - matched matched_string in policy-map map_name , status line matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
5,415020,HTTP - matched matched_string in policy-map map_name , a non-ASCII character was matched connection_action from int_type :IP_address /port_num to int_type :IP_address /port_num
4,416001,Dropped UDP SNMP packet from source_interface :source_IP /source_port to dest_interface :dest_address /dest_port ; version (prot_version ) is not allowed through the firewall
4,417001,Unexpected event received: number
4,417004,Filter violation error: conn number (string :string ) in string
4,417006,No memory for string ) in string . Handling: string
4,418001,Through-the-device packet to/from management-only network is denied: protocol_string from interface_name IP_address (port) [([idfw_user |FQDN_string ], sg_info )] to interface_name IP_address (port) [(idfw_user |FQDN_string ), sg_info ]
3,418018,neighbor IP_Address IPv4 Unicast topology base removed from session BGP Notification sent
3,418019,sent to neighbor IP_Address, Reason: reason, Bytes: count
3,418040,unsupported or mal-formatted message received from IP_Address
4,419001,Dropping TCP packet from src_ifc :src_IP /src_port to dest_ifc :dest_IP /dest_port , reason : MSS exceeded, MSS size , data size
4,419002,Received duplicate TCP SYN from in_interface :src_address /src_port to out_interface :dest_address /dest_port with different initial sequence number.
4,419003,Cleared TCP urgent flag from out_ifc :src_ip /src_port to in_ifc :dest_ip /dest_port.
6,419004,TCP connection ID from src_ifc:src_ip/src_port to dst_ifc:dst_ip/dst_port is probed by DCD
6,419005,TCP connection ID from src_ifc:src_ip/src_port duration hh:mm:ss data bytes,  is kept open by DCD as valid connection
6,419006,TCP connection ID from src_ifc:src_ip/src_port to dst_ifc:dst_ip/dst_port durationhh:mm:ss data bytes,  DCD probe was not responded from client/server interface ifc_name
3,420001,IPS card not up and fail-close mode used, dropping ICMP packet ifc_in :SIP to ifc_out :DIP (type ICMP_TYPE , code ICMP_CODE )
4,420002,IPS requested to drop ICMP packets ifc_in :SIP to ifc_out :DIP (type ICMP_TYPE , code ICMP_CODE )
4,420003,IPS requested to reset TCP connection from ifc_in :SIP /SPORT to ifc_out :DIP /DPORT
6,420004,Virtual Sensor sensor_name was added on the AIP SSM
6,420005,Virtual Sensor sensor_name was deleted from the AIP SSM
3,420006,Virtual Sensor not present and fail-close mode used, dropping protocol packet from ifc_in:SIP/SPORT to ifc_out:DIP/DPORT
4,420007,application-string cannot be enabled for the module in slot slot_id . The module’s current software version does not support this feature. Please upgrade the software on the module in slot slot_id to support this feature. Received backplane header version version_number , required backplane header version version_number or higher.
3,420008,IPS module license disabled and fail-close mode used, dropping packet.
3,421001,TCP|UDP flow from interface_name :IP_address/port to interface_name :IP_address /port is dropped because application has failed.
6,421002,TCP|UDP flow from interface_name :IP_address /port to interface_name :IP_address /port bypassed application checking because the protocol is not supported.
3,421003,Invalid data plane encapsulation.
7,421004,Failed to inject {TCP|UDP} packet from IP_address /port to IP_address /port
6,421005,interface_name :IP_address is counted as a user of application
6,421006,There are number users of application accounted during the past 24 hours.
3,421007,TCP|UDP flow from interface_name :IP_address /port to interface_name :IP_address /port is skipped because application has failed.
4,422004,IP SLA Monitor number0 : Duplicate event received. Event number number1
4,422005,IP SLA Monitor Probe(s) could not be scheduled because clock is not set.
4,422006,IP SLA Monitor Probe number : string
4,423001,{Allowed | Dropped} invalid NBNS pkt_type_name with error_reason_str from ifc_name :ip_address /port to ifc_name :ip_address /port .
4,423002,{Allowed | Dropped} mismatched NBNS pkt_type_name with error_reason_str from ifc_name :ip_address /port to ifc_name :ip_address /port .
4,423003,{Allowed | Dropped} invalid NBDGM pkt_type_name with error_reason_str from ifc_name :ip_address /port to ifc_name :ip_address /port .
4,423004,{Allowed | Dropped} mismatched NBDGM pkt_type_name with error_reason_str from ifc_name :ip_address /port to ifc_name :ip_address /port .
4,423005,{Allowed | Dropped} NBDGM pkt_type_name fragment with error_reason_str from ifc_name :ip_address /port to ifc_name :ip_address /port .
4,424001,Packet denied protocol_string intf_in :src_ip /src_port [([idfw_user | FQDN_string ], sg_info )] intf_out :dst_ip /dst_port [([idfw_user | FQDN_string ], sg_info )]. [Ingress|Egress] interface is in a backup state.
4,424002,Connection to the backup interface is denied: protocol_string intf :src_ip /src_port intf :dst_ip /dst_port
6,425001,Redundant interface redundant _interface_name created.
6,425002,Redundant interface redundant _interface_name removed.
6,425003,Interface interface_name added into redundant interface redundant _interface_name .
6,425004,Interface interface_name removed from redundant interface redundant _interface_name .
5,425005,Interface interface_name become active in redundant interface redundant _interface_name
3,425006,Redundant interface redundant _interface_name switch active member to interface_name failed.
6,426001,PORT-CHANNEL:Interface ifc_name bundled into EtherChannel interface Port-channel num
6,426002,PORT-CHANNEL:Interface ifc_name unbundled from EtherChannel interface Port-channel num
6,426003,PORT-CHANNEL:Interface ifc_name1 has become standby in EtherChannel interface Port-channel num
4,426004,PORT-CHANNEL: Interface ifc_name1 is not compatible with ifc_name and will be suspended (speed of ifc_name1 is X Mbps, Y is 1000 Mbps).
6,426101,PORT-CHANNEL:Interface ifc_name is allowed to bundle into EtherChannel interface port-channel id by CLACP
6,426102,PORT-CHANNEL:Interface ifc_name is moved to standby in EtherChannel interface port-channel id by CLACP
6,426103,PORT-CHANNEL:Interface ifc_name is selected to move from standby to bundle in EtherChannel interface port-channel id by CLACP
6,426104,PORT-CHANNEL:Interface ifc_name is unselected in EtherChannel interface port-channel id by CLACP
6,428002,WAAS confirmed from in_interface :src_ip_addr/src_port to out_interface :dest_ip_addr/dest_port , inspection services bypassed on this connection.
3,429001,CXSC card not up and fail-close mode used. Dropping protocol packet from interface_name :ip_address /port to interface_name :ip_address /port
4,429002,CXSC service card requested to drop protocol packet from interface_name :ip_address /port to interface_name :ip_address /port
4,429003,CXSC service card requested to reset TCP connection from interface_name :ip_addr /port to interface_name :ip_addr /port
3,429004,Unable to set up authentication-proxy rule for the cx action on interface interface_name for policy_type service-policy.
6,429005,Set up authentication-proxy protocol_type rule for the CXSC action on interface interface_name for traffic destined to ip_address /port for policy_type service-policy.
6,429006,Cleaned up authentication-proxy rule for the CXSC action on interface interface_name for traffic destined to ip_address for policy_type service-policy.
4,429007,CXSC redirect will override Scansafe redirect for flow from interface_name :ip_address /port to interface_name :ip_address /port with username
4,429008,Unable to respond to VPN query from CX for session 0x%x . Reason %s
5,4302310,SCTP packet received from src_ifc:src_ip/src_port to dst_ifc:dst_ip/dst_port contains unsupported Hostname Parameter.
4,431001,RTP conformance: Dropping RTP packet from in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , Drop reason: drop_reason value
4,431002,RTCP conformance: Dropping RTCP packet from in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , Drop reason: drop_reason value
4,434001,SFR card not up and fail-close mode used, dropping protocol packet from ingress interface:source IP address /source port to egress interface :destination IP address /destination port
4,434002,SFR requested to drop protocol packet from ingress interface :source IP address /source port to egress interface :destination IP address /destination port
4,434003,SFR requested to reset TCP connection from ingress interface :source IP address /source port to egress interface :destination IP address /destination port
5,434004,SFR requested ASA to bypass further packet redirection and process flow from %s:%A/%d to %s:%A/%d locally
4,434007,SFR redirect will override Scansafe redirect for flow from ingress interface :source IP address /source port to egress interface :destination IP address /destination port (user )
2,444004,Temporary license key key has expired. Applying permanent license key permkey
4,444005,Timebased activation key activation -key will expire in num days
2,444007,Timebased activation key activation -key has expired. Reverting to [permanent | timebased] license key. The following features will be affected: feature , feature
4,444008,%s license has expired, and the system is scheduled to reload in x days. Apply a new activation key to enable %s license and prevent the automatic reload.
2,444009,%s license has expired 30 days ago. The system will now reload.
5,444100,Shared request request failed. Reason: reason
5,444101,Shared license service is active. License server address: address
2,444102,Shared license service inactive. License server is not responding.
6,444103,Shared licensetype license usage is over 90% capacity.
6,444104,Shared licensetype license availability: value .
2,444105,Released value shared licensetype license(s). License server has been unreachable for 24 hours.
4,444106,Shared license backup server address is not available.
6,444107,Shared license service status on interface ifname .
6,444108,Shared license state client id id .
4,444109,Shared license backup server role changed to state .
4,444110,Shared license server backup has days remaining as active license server.
2,444111,Shared license backup service has been terminated due to the primary license server address being unavailable for more than days days. The license server needs to be brought back online to continue using shared licensing.
2,444302,%SMART_LIC-2-PLATFORM_ERROR: Platform error.
3,444303,%SMART_LIC-3-AGENT_REG_FAILED: Smart Agent for licensing registration with Cisco licensing cloud failed.
4,444304,%SMART_LIC-4-IN_OVERAGE: One or more entitlements are in overage.
5,444305,%SMART_LIC-5-SYSTEM_CLOCK_CHANGED: Smart Agent for Licensing System clock has been changed.
6,444306,%SMART_LIC-6-AGENT_READY: Smart Agent for Licensing is initialized.
7,444307,%SMART_LIC-7-DAILY_JOB_TIMER_RESET: Daily job timer reset.
4,446001,Maximum TLS Proxy session limit of max_sess reached.
4,446003,Denied TLS Proxy session from src_int :src_ip /src_port to dst_int :dst_ip /dst_port , UC-IME license is disabled.
4,447001,ASP DP to CP queue_name was full. Queue length length , limit limit
4,448001,Denied SRTP crypto session setup on flow from src_int :src_ip /src_port to dst_int :dst_ip /dst_port , licensed K8 SRTP crypto session of limit exceeded
4,450001,Deny traffic for protocol protocol_id src interface_name :IP_address /port dst interface_name :IP_address /port , licensed host limit of num exceeded.5,500001,ActiveX content in java script is modified: src src ip dest dest ip on interface interface name
5,500002,Java content in java script is modified: src src ip dest dest ip on interface interface name
5,500003,Bad TCP hdr length (hdrlen=bytes , pktlen=bytes ) from source_address /source_port to dest_address /dest_port , flags: tcp_flags , on interface interface_name
4,500004,Invalid transport field for protocol=protocol , from source_address /source_port to dest_address /dest_port
3,500005,connection terminated for protocol from in_ifc_name :src_adddress /src_port to out_ifc_name :dest_address /dest_port due to invalid combination of inspections on same flow. Inspect inspect_name is not compatible with filter filter_name .
5,501101,User transitioning priv level
5,502101,New user added to local dbase: Uname: user Priv: privilege_level Encpass: string
5,502102,User deleted from local dbase: Uname: user Priv: privilege_level Encpass: string
5,502103,User priv level changed: Uname: user From: privilege_level To: privilege_level
5,502111,New group policy added: name: policy_name Type: policy_type
5,502112,Group policy deleted: name: policy_name Type: policy_type
5,503001,Process number, Nbr IP_address on interface_name from string to string , reason
5,503002,The last key has expired for interface nameif, packets sent using last valid key.
5,503003,Packet sent | received on interface nameif with expired Key ID key-id.
5,503004,Key ID key-id in key chain key-chain-name does not have a key.
5,503005,Key ID key-id in key chain key-chain-name does not have a cryptographic algorithm.
5,503101,Process d , Nbr i on s from s to s , s
5,504001,Security context context_name was added to the system
5,504002,Security context context_name was removed from the system
5,505001,Module string one is shutting down. Please wait...
5,505002,Module ips is reloading. Please wait...
5,505003,Module string one is resetting. Please wait...
5,505004,Module string one shutdown is complete.
5,505005,Module module_name is initializing control communication. Please wait...
5,505006,Module string one is Up.
5,505007,Module module_id is recovering. Please wait...
5,505008,Module module_id software is being updated to newver (currently ver )
5,505009,Module string one software was updated to newver
5,505010,Module in slot slot removed.
1,505011,Module ips , data channel communication is UP.
5,505012,Module module_id , application stopped application , version version
5,505013,Module module_id application changed from: application version version to: newapplication version newversion .
1,505014,Module module_id , application down name , version version reason
1,505015,Module module_id , application up application , version version
3,505016,Module module_id application changed from: name version version state state to: name version state state .
5,506001,event_source_string event_string
5,507001,Terminating TCP-Proxy connection from interface_inside:source_address/source_port to interface_outside :dest_address /dest_port - reassembly limit of limit bytes exceeded
4,507002,Data copy in proxy-mode exceeded the buffer limit
3,507003,The flow of type protocol from the originating interface: src_ip /src_port to dest_if :dest_ip /dest_port terminated by inspection engine, reason-
5,508001,DCERPC message_type non-standard version_type version version_number from src_if :src_ip /src_port to dest_if :dest_ip /dest_port , terminating connection.
5,508002,DCERPC response has low endpoint port port_number from src_if :src_ip /src_port to dest_if :dest_ip /dest_port , terminating connection.
5,509001,Connection attempt from src_intf :src_ip /src_port [([idfw_user | FQDN_string ], sg_info )] to dst_intf :dst_ip /dst_port [([idfw_user | FQDN_string ], sg_info )] was prevented by "no forward" command.
3,520001,error_string
3,520002,bad new ID table size
3,520003,bad id in error_string (id: 0xid_num)
3,520004,error_string
3,520005,error_string
3,520010,Bad queue elem – qelem_ptr : flink flink_ptr , blink blink_ptr , flink-blink flink_blink_ptr , blink-flink blink_flink_ptr
3,520011,Null queue elem
3,520013,Regular expression access check with bad list acl_ID
3,520020,No memory available
3,520021,Error deleting trie entry, error_message
3,520022,Error adding mask entry, error_message
3,520023,Invalid pointer to head of tree, 0x radix_node_ptr
3,520024,Orphaned mask #radix_mask_ptr, refcount= radix_mask_ptr’s ref count at #radix_node_address, next= #radix_node_nxt
3,520025,No memory for radix initialization: err_msg6,602101,PMTU-D packet number bytes greater than effective mtu number dest_addr=dest_address , src_addr=source_address , prot=protocol
6,602103,IPSEC: Received an ICMP Destination Unreachable from src_addr with suggested PMTU of rcvd_mtu; PMTU updated for SA with peer peer_addr, SPI spi, tunnel name username, old PMTU old_mtu, new PMTU new_mtu.
6,602104,IPSEC: Received an ICMP Destination Unreachable from src_addr , PMTU is unchanged because suggested PMTU of rcvd_mtu is equal to or greater than the current PMTU of curr_mtu , for SA with peer peer_addr , SPI spi , tunnel name username .
6,602303,IPSEC: An direction tunnel_type SA (SPI=spi ) between local_IP and remote_IP (username ) has been created.
6,602304,IPSEC: An direction tunnel_type SA (SPI=spi ) between local_IP and remote_IP (username ) has been deleted.
3,602305,IPSEC: SA creation error, source source address , destination destination address , reason error string
3,602306,IPSEC: SA change peer IP error, SPI: IPsec SPI, (src {original src IP address | original src port}, dest {original dest IP address| original dest port} => src {new src IP address | new src port}, dest: {new dest IP address | new dest port}), reason failure reason
6,603101,PPTP received out of seq or duplicate pkt, tnl_id=number , sess_id=number , seq=number .
6,603102,PPP virtual interface interface_name - user: user aaa authentication started.
6,603103,PPP virtual interface interface_name - user: user aaa authentication status
6,603104,PPTP Tunnel created, tunnel_id is number , remote_peer_ip is remote_address , ppp_virtual_interface_id is number , client_dynamic_ip is IP_address , username is user , MPPE_key_strength is string
6,603105,PPTP Tunnel deleted, tunnel_id = number , remote_peer_ip= remote_address
6,603106,L2TP Tunnel created, tunnel_id is number , remote_peer_ip is remote_address , ppp_virtual_interface_id is number , client_dynamic_ip is IP_address , username is user
6,603107,L2TP Tunnel deleted, tunnel_id = number , remote_peer_ip = remote_address
6,603108,Built PPTP Tunnel at interface_name , tunnel-id = number , remote-peer = IP_address , virtual-interface = number , client-dynamic-ip = IP_address , username = user , MPPE-key-strength = number
6,603109,Teardown PPPOE Tunnel at interface_name , tunnel-id = number , remote-peer = IP_address
4,603110,Failed to establish L2TP session, tunnel_id = tunnel_id , remote_peer_ip = peer_ip , user = username . Multiple sessions per tunnel are not supported
6,604101,DHCP client interface interface_name : Allocated ip = IP_address , mask = netmask , gw = gateway_address
6,604102,DHCP client interface interface_name : address released
6,604103,DHCP daemon interface interface_name : address granted MAC_address (IP_address )
6,604104,DHCP daemon interface interface_name : address released build_number (IP_address )
4,604105,DHCPD: Unable to send DHCP reply to client hardware_address on interface interface_name . Reply exceeds options field size (options_field_size ) by number_of_octets octets.
6,604201,DHCPv6 PD client on interface <pd-client-iface> received delegated prefix <prefix> from DHCPv6 PD server <server-address> with preferred lifetime <in-seconds> seconds and valid lifetime <in-seconds> seconds.
6,604202,DHCPv6 PD client on interface <pd-client-iface> releasing delegated prefix <prefix> received from DHCPv6 PD server <server-address>.
6,604203,DHCPv6 PD client on interface <pd-client-iface> renewed delegated prefix <prefix> from DHCPv6 PD server <server-address> with preferred lifetime <in-seconds> seconds and valid lifetime <in-seconds> seconds.
6,604204,DHCPv6 delegated prefix <delegated prefix> got expired on interface <pd-client-iface>, received from DHCPv6 PD server <server-address>.
6,604205,DHCPv6 client on interface <client-iface> allocated address <ipv6-address> from DHCPv6 server <server-address> with preferred lifetime <in-seconds> seconds and valid lifetime <in-seconds> seconds
6,604206,DHCPv6 client on interface <client-iface> releasing address <ipv6-address> received from DHCPv6 server <server-address>.
6,604207,DHCPv6 client on interface <client-iface> renewed address <ipv6-address> from DHCPv6 server <server-address> with preferred lifetime <in-seconds> seconds and valid lifetime <in-seconds> seconds.
6,604208,DHCPv6 client address <ipv6-address> got expired on interface <client-iface>, received from DHCPv6 server <server-address>
6,605004,Login denied from source-address/source-port to interface:destination/service for user “username ”
6,605005,Login permitted from source-address /source-port to interface:destination /service for user “username ”
6,606001,ASDM session number number from IP_address started
6,606002,ASDM session number number from IP_address ended
6,606003,ASDM logging session number id from IP_address started id session ID assigned
6,606004,ASDM logging session number id from IP_address ended
6,607001,Pre-allocate SIP connection_type secondary channel for interface_name:IP_address/port to interface_name:IP_address from string message
4,607002,action_class : action SIP req_resp req_resp_info from src_ifc :sip /sport to dest_ifc :dip /dport ; further_info
6,607003,action_class : Received SIP req_resp req_resp_info from src_ifc :sip /sport to dest_ifc :dip /dport ; further_info
4,607004,Phone Proxy: Dropping SIP message from src_if:src_ip /src_port to dest_if :dest_ip /dest_port with source MAC mac_address due to secure phone database mismatch.
6,608001,Pre-allocate Skinny connection_type secondary channel for interface_name:IP_address to interface_name:IP_address from string message
4,608002,Dropping Skinny message for in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , SCCP Prefix length value too small
4,608003,Dropping Skinny message for in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , SCCP Prefix length value too large
4,608004,Dropping Skinny message for in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , message id value not allowed
4,608005,Dropping Skinny message for in_ifc :src_ip /src_port to out_ifc :dest_ip /dest_port , message id value registration not complete
7,609001,Built local-host zone-name/* :ip-address
7,609002,Teardown local-host zone-name/* :ip-address duration time
3,610001,NTP daemon interface interface_name : Packet denied from IP_address
3,610002,NTP daemon interface interface_name : Authentication failed for packet from IP_address
6,610101,Authorization failed: Cmd: command Cmdtype: command_modifier
6,611101,User authentication succeeded: IP, IP address : Uname: user
6,611102,User authentication failed: IP = IP address, Uname: user
5,611103,User logged out: Uname: user
5,611104,Serial console idle timeout exceeded
6,611301,VPNClient: NAT configured for Client Mode with no split tunneling: NAT address: mapped_address
6,611302,VPNClient: NAT exemption configured for Network Extension Mode with no split tunneling
6,611303,VPNClient: NAT configured for Client Mode with split tunneling: NAT address: mapped_address Split Tunnel Networks: IP_address/netmask IP_address/netmask
6,611304,VPNClient: NAT exemption configured for Network Extension Mode with split tunneling: Split Tunnel Networks: IP_address/netmask IP_address/netmask
6,611305,VPNClient: DHCP Policy installed: Primary DNS: IP_address Secondary DNS: IP_address Primary WINS: IP_address Secondary WINS: IP_address
6,611306,VPNClient: Perfect Forward Secrecy Policy installed
6,611307,VPNClient: Head end: IP_address
6,611308,VPNClient: Split DNS Policy installed: List of domains: string string
6,611309,VPNClient: Disconnecting from head end and uninstalling previously downloaded policy: Head End: IP_address
6,611310,VNPClient: XAUTH Succeeded: Peer: IP_address
6,611311,VNPClient: XAUTH Failed: Peer: IP_address
6,611312,VPNClient: Backup Server List: reason
3,611313,VPNClient: Backup Server List Error: reason
6,611314,VPNClient: Load Balancing Cluster with Virtual IP: IP_address has redirected the to server IP_address
6,611315,VPNClient: Disconnecting from Load Balancing Cluster member IP_address
6,611316,VPNClient: Secure Unit Authentication Enabled
6,611317,VPNClient: Secure Unit Authentication Disabled
6,611318,VPNClient: User Authentication Enabled: Auth Server IP: IP_address Auth Server Port: port Idle Timeout: time
6,611319,VPNClient: User Authentication Disabled
6,611320,VPNClient: Device Pass Thru Enabled
6,611321,VPNClient: Device Pass Thru Disabled
6,611322,VPNClient: Extended XAUTH conversation initiated when SUA disabled
